Data;Residuo;Quantidade;Tecnologia;;
2021-09-28;GrupoE;0.01;Incineração;;
2021-09-28;180111(*);0.29;Aterro;;
2021-09-28;180101(*);0.02;Autoclave;;
2021-09-29;180111(*);0.30;Aterro;;
2021-09-29;180101(*);0.02;Autoclave;;
2021-09-30;180111(*);0.34;Aterro;;
2021-09-30;180101(*);0.02;Autoclave;;
2021-09-30;180111(*);0.36;Aterro;;
2021-09-30;180101(*);0.02;Autoclave;;
2021-10-01;180101(*);0.02;Autoclave;;
2021-10-01;180111(*);0.29;Aterro;;
2021-10-04;180111(*);0.28;Aterro;;
2021-10-04;180101(*);0.02;Autoclave;;
2021-10-05;180205(*);0.00;Incineração;;
2021-10-05;GrupoE;0.02;Incineração;;
2021-10-05;180111(*);0.31;Aterro;;
2021-10-05;180101(*);0.00;Autoclave;;
2021-10-05;180111(*);0.36;Aterro;;
2021-10-05;180101(*);0.02;Autoclave;;
2021-10-06;180111(*);0.34;Aterro;;
2021-10-06;180101(*);0.02;Autoclave;;
2021-10-07;180111(*);0.35;Aterro;;
2021-10-07;180101(*);0.02;Autoclave;;
2021-10-08;180111(*);0.29;Aterro;;
2021-10-08;180101(*);0.05;Autoclave;;
2021-10-08;180101(*);0.10;Autoclave;;
2021-10-08;180111(*);0.36;Aterro;;
2021-10-11;180101(*);0.03;Autoclave;;
2021-10-11;180111(*);0.23;Aterro;;
2021-10-13;180111(*);0.35;Aterro;;
2021-10-13;180101(*);0.07;Autoclave;;
2021-10-14;180111(*);0.30;Aterro;;
2021-10-14;180101(*);0.01;Autoclave;;
2021-10-15;180111(*);0.33;Aterro;;
2021-10-15;180101(*);0.05;Autoclave;;
2021-10-15;180111(*);0.39;Aterro;;
2021-10-15;180101(*);0.03;Autoclave;;
2021-10-18;180111(*);0.30;Aterro;;
2021-10-18;180101(*);0.00;Autoclave;;
2021-10-19;180111(*);0.31;Aterro;;
2021-10-19;180101(*);0.05;Autoclave;;
2021-10-20;180111(*);0.23;Aterro;;
2021-10-20;180101(*);0.03;Autoclave;;
2021-10-21;180111(*);0.17;Aterro;;
2021-10-21;180101(*);0.16;Autoclave;;
2021-10-21;180111(*);0.07;Aterro;;
2021-10-21;180101(*);0.13;Autoclave;;
2021-10-22;180111(*);0.24;Aterro;;
2021-10-22;180101(*);0.08;Autoclave;;
2021-10-25;180111(*);0.20;Aterro;;
2021-10-25;180101(*);0.14;Autoclave;;
2021-10-26;180205(*);0.00;Incineração;;
2021-10-26;GrupoE;0.02;Incineração;;
2021-10-26;180111(*);0.17;Aterro;;
2021-10-26;180101(*);0.13;Autoclave;;
2021-10-27;180111(*);0.35;Aterro;;
2021-10-27;180101(*);0.03;Autoclave;;
2021-10-28;180111(*);0.24;Aterro;;
2021-10-28;180101(*);0.08;Autoclave;;
2021-10-28;180111(*);0.28;Aterro;;
2021-10-28;180101(*);0.04;Autoclave;;
2021-10-29;180111(*);0.33;Aterro;;
2021-10-29;180101(*);0.08;Autoclave;;
2021-10-29;180111(*);0.18;Aterro;;
2021-10-29;180101(*);0.08;Autoclave;;
2021-10-29;180111(*);0.10;Aterro;;
2021-10-29;180101(*);0.04;Autoclave;;
2021-11-03;180111(*);0.24;Aterro;;
2021-11-03;180101(*);0.07;Autoclave;;
2021-11-04;180111(*);0.31;Aterro;;
2021-11-04;180101(*);0.08;Autoclave;;
2021-11-04;180111(*);0.31;Aterro;;
2021-11-04;180101(*);0.08;Autoclave;;
2021-11-05;180111(*);0.14;Aterro;;
2021-11-05;180101(*);0.22;Autoclave;;
2021-11-08;180111(*);0.10;Aterro;;
2021-11-08;180101(*);0.28;Autoclave;;
2021-11-09;180205(*);0.00;Incineração;;
2021-11-09;GrupoE;0.01;Incineração;;
2021-11-09;180201(*);0.00;Incineração;;
2021-11-09;GrupoE;0.00;Incineração;;
2021-11-09;180111(*);0.18;Aterro;;
2021-11-09;180101(*);0.24;Autoclave;;
2021-11-10;180111(*);0.22;Aterro;;
2021-11-10;180101(*);0.16;Autoclave;;
2021-11-11;180111(*);0.21;Aterro;;
2021-11-11;180101(*);0.18;Autoclave;;
2021-11-11;180111(*);0.22;Aterro;;
2021-11-11;180101(*);0.08;Autoclave;;
2021-11-12;180111(*);0.12;Aterro;;
2021-11-12;180101(*);0.04;Autoclave;;
2021-11-15;180111(*);0.31;Aterro;;
2021-11-15;180401(*);0.01;Aterro;;
2021-11-15;180101(*);0.09;Autoclave;;
2021-11-16;180205(*);0.00;Incineração;;
2021-11-16;GrupoE;0.02;Incineração;;
2021-11-16;180111(*);0.28;Aterro;;
2021-11-16;180101(*);0.06;Autoclave;;
2021-11-17;180111(*);0.32;Aterro;;
2021-11-17;180101(*);0.08;Autoclave;;
2021-11-18;180111(*);0.32;Aterro;;
2021-11-18;180101(*);0.04;Autoclave;;
2021-11-18;180111(*);0.31;Aterro;;
2021-11-18;180101(*);0.06;Autoclave;;
2021-11-19;180111(*);0.35;Aterro;;
2021-11-19;180101(*);0.08;Autoclave;;
2021-11-22;180111(*);0.35;Aterro;;
2021-11-22;180101(*);0.05;Autoclave;;
2021-11-23;180111(*);0.34;Aterro;;
2021-11-23;180101(*);0.06;Autoclave;;
2021-11-24;180111(*);0.38;Aterro;;
2021-11-24;180101(*);0.07;Autoclave;;
2021-11-25;180111(*);0.31;Aterro;;
2021-11-25;180101(*);0.01;Autoclave;;
2021-11-25;180111(*);0.38;Aterro;;
2021-11-25;180101(*);0.02;Autoclave;;
2021-11-26;180111(*);0.39;Aterro;;
2021-11-26;180101(*);0.03;Autoclave;;
2021-11-29;180111(*);0.30;Aterro;;
2021-11-29;180101(*);0.05;Autoclave;;
2021-11-30;180205(*);0.00;Incineração;;
2021-11-30;GrupoE;0.02;Incineração;;
2021-11-30;180111(*);0.35;Aterro;;
2021-11-30;180101(*);0.03;Autoclave;;
2021-12-01;180111(*);0.32;Aterro;;
2021-12-01;180101(*);0.04;Autoclave;;
2021-12-02;180111(*);0.34;Aterro;;
2021-12-02;180101(*);0.03;Autoclave;;
2021-12-03;180111(*);0.24;Aterro;;
2021-12-03;180101(*);0.02;Autoclave;;
2021-12-03;180111(*);0.37;Aterro;;
2021-12-03;180101(*);0.07;Autoclave;;
2021-12-06;180111(*);0.36;Aterro;;
2021-12-06;180101(*);0.01;Autoclave;;
2021-12-07;180111(*);0.28;Aterro;;
2021-12-07;180101(*);0.02;Autoclave;;
2021-12-08;180111(*);0.40;Aterro;;
2021-12-08;180101(*);0.02;Autoclave;;
2021-12-09;180111(*);0.21;Aterro;;
2021-12-09;180101(*);0.02;Autoclave;;
2021-12-09;180111(*);0.33;Aterro;;
2021-12-09;180101(*);0.02;Autoclave;;
2021-12-10;180111(*);0.35;Aterro;;
2021-12-10;180101(*);0.03;Autoclave;;
2021-12-13;180111(*);0.37;Aterro;;
2021-12-13;180101(*);0.01;Autoclave;;
2021-12-14;180205(*);0.00;Incineração;;
2021-12-14;GrupoE;0.00;Incineração;;
2021-12-14;180111(*);0.32;Aterro;;
2021-12-14;180101(*);0.02;Autoclave;;
2021-12-15;180111(*);0.34;Aterro;;
2021-12-15;180101(*);0.02;Autoclave;;
2021-12-16;180111(*);0.34;Aterro;;
2021-12-16;180101(*);0.03;Autoclave;;
2021-12-16;180111(*);0.36;Aterro;;
2021-12-16;180101(*);0.01;Autoclave;;
2021-12-17;180111(*);0.38;Aterro;;
2021-12-17;180101(*);0.01;Autoclave;;
2021-12-20;180111(*);0.34;Aterro;;
2021-12-20;180101(*);0.02;Autoclave;;
2021-12-21;180205(*);0.00;Incineração;;
2021-12-21;GrupoE;0.00;Incineração;;
2021-12-21;180111(*);0.33;Aterro;;
2021-12-21;180101(*);0.02;Autoclave;;
2021-12-22;180111(*);0.26;Aterro;;
2021-12-22;180101(*);0.01;Autoclave;;
2021-12-22;180111(*);0.19;Aterro;;
2021-12-22;180101(*);0.01;Autoclave;;
2021-12-22;180111(*);0.13;Aterro;;
2021-12-22;180101(*);0.02;Autoclave;;
2021-12-23;180111(*);0.20;Aterro;;
2021-12-23;180101(*);0.01;Autoclave;;
2021-12-27;180111(*);0.17;Aterro;;
2021-12-27;180101(*);0.05;Autoclave;;
2021-12-27;180111(*);0.16;Aterro;;
2021-12-27;180101(*);0.01;Autoclave;;
2021-12-29;180111(*);0.19;Aterro;;
2021-12-29;180101(*);0.03;Autoclave;;
2021-12-29;180111(*);0.15;Aterro;;
2021-12-29;180101(*);0.01;Autoclave;;
2021-12-29;180111(*);0.12;Aterro;;
2021-12-29;180101(*);0.01;Autoclave;;
2021-12-30;180111(*);0.16;Aterro;;
2021-12-30;180101(*);0.03;Autoclave;;
2022-01-03;180111(*);0.22;Aterro;;
2022-01-03;180101(*);0.03;Autoclave;;
2022-01-04;180205(*);0.00;Incineração;;
2022-01-04;GrupoE;0.02;Incineração;;
2022-01-04;180111(*);0.14;Aterro;;
2022-01-04;180101(*);0.02;Autoclave;;
2022-01-04;180111(*);0.17;Aterro;;
2022-01-04;180101(*);0.01;Autoclave;;
2022-01-05;180111(*);0.28;Aterro;;
2022-01-05;180101(*);0.03;Autoclave;;
2022-01-06;180111(*);0.26;Aterro;;
2022-01-06;180401(*);0.04;Aterro;;
2022-01-06;180101(*);0.02;Autoclave;;
2022-01-07;180111(*);0.21;Aterro;;
2022-01-07;180101(*);0.04;Autoclave;;
2022-01-07;180111(*);0.28;Aterro;;
2022-01-07;180101(*);0.02;Autoclave;;
2022-01-10;180111(*);0.28;Aterro;;
2022-01-10;180101(*);0.05;Autoclave;;
2022-01-11;180111(*);0.31;Aterro;;
2022-01-11;180101(*);0.02;Autoclave;;
2022-01-12;180111(*);0.27;Aterro;;
2022-01-12;180101(*);0.03;Autoclave;;
2022-01-13;180106(*);0.22;Incineração;;
2022-01-13;180401(*);0.03;Aterro;;
2022-01-13;180101(*);0.03;Autoclave;;
2022-01-14;180101(*);0.03;Autoclave;;
2022-01-14;180111(*);0.30;Aterro;;
2022-01-17;180111(*);0.28;Aterro;;
2022-01-17;180101(*);0.02;Autoclave;;
2022-01-18;180111(*);0.31;Aterro;;
2022-01-18;180101(*);0.02;Autoclave;;
2022-01-19;180111(*);0.30;Aterro;;
2022-01-19;180101(*);0.03;Autoclave;;
2022-01-19;180111(*);0.28;Aterro;;
2022-01-19;180101(*);0.04;Autoclave;;
2022-01-19;180111(*);0.23;Aterro;;
2022-01-19;180101(*);0.04;Autoclave;;
2022-01-20;180111(*);0.41;Aterro;;
2022-01-20;180101(*);0.08;Autoclave;;
2022-01-24;180111(*);0.26;Aterro;;
2022-01-24;180101(*);0.05;Autoclave;;
2022-01-25;180111(*);0.29;Aterro;;
2022-01-25;180101(*);0.04;Autoclave;;
2022-01-26;180111(*);0.27;Aterro;;
2022-01-26;180101(*);0.07;Autoclave;;
2022-01-27;180111(*);0.31;Aterro;;
2022-01-27;180101(*);0.03;Autoclave;;
2022-01-27;180111(*);0.19;Aterro;;
2022-01-27;180401(*);0.03;Aterro;;
2022-01-27;180101(*);0.05;Autoclave;;
2022-01-28;180111(*);0.36;Aterro;;
2022-01-28;180101(*);0.08;Autoclave;;
2022-01-31;180111(*);0.31;Aterro;;
2022-01-31;180101(*);0.04;Autoclave;;
2022-02-01;180111(*);0.26;Aterro;;
2022-02-01;180101(*);0.06;Autoclave;;
2022-02-02;180111(*);0.33;Aterro;;
2022-02-02;180101(*);0.04;Autoclave;;
2022-02-03;180111(*);0.35;Aterro;;
2022-02-03;180101(*);0.05;Autoclave;;
2022-02-03;180111(*);0.46;Aterro;;
2022-02-03;180101(*);0.03;Autoclave;;
2022-02-04;180111(*);0.33;Aterro;;
2022-02-04;180101(*);0.03;Autoclave;;
2022-02-07;180111(*);0.30;Aterro;;
2022-02-07;180101(*);0.00;Autoclave;;
2022-02-08;180111(*);0.33;Aterro;;
2022-02-08;180101(*);0.01;Autoclave;;
2022-02-09;180111(*);0.34;Aterro;;
2022-02-09;180101(*);0.02;Autoclave;;
2022-02-10;180111(*);0.26;Aterro;;
2022-02-10;180101(*);0.04;Autoclave;;
2022-02-10;180111(*);0.29;Aterro;;
2022-02-10;180101(*);0.01;Autoclave;;
2022-02-10;180111(*);0.31;Aterro;;
2022-02-10;180101(*);0.05;Autoclave;;
2022-02-14;180111(*);0.28;Aterro;;
2022-02-14;180101(*);0.03;Autoclave;;
2022-02-14;180111(*);0.31;Aterro;;
2022-02-15;180111(*);0.36;Aterro;;
2022-02-15;180101(*);0.06;Autoclave;;
2022-02-16;180111(*);0.25;Aterro;;
2022-02-16;180101(*);0.03;Autoclave;;
2022-02-17;180111(*);0.33;Aterro;;
2022-02-17;180101(*);0.02;Autoclave;;
2022-02-17;180111(*);0.30;Aterro;;
2022-02-18;180111(*);0.27;Aterro;;
2022-02-18;180101(*);0.02;Autoclave;;
2022-02-22;180111(*);0.26;Aterro;;
2022-02-22;180101(*);0.00;Autoclave;;
2022-02-23;180111(*);0.31;Aterro;;
2022-02-23;180101(*);0.01;Autoclave;;
2022-02-23;180111(*);0.23;Aterro;;
2022-02-23;180111(*);0.23;Aterro;;
2022-02-23;180101(*);0.01;Autoclave;;
2022-02-24;180111(*);0.25;Aterro;;
2022-02-24;180101(*);0.01;Autoclave;;
2022-02-25;180111(*);0.10;Aterro;;
2022-03-02;180111(*);0.26;Aterro;;
2022-03-02;180101(*);0.01;Autoclave;;
2022-03-03;180111(*);0.25;Aterro;;
2022-03-03;180111(*);0.34;Aterro;;
2022-03-03;180101(*);0.00;Autoclave;;
2022-03-04;180111(*);0.32;Aterro;;
2022-03-04;180101(*);0.01;Autoclave;;
2022-03-07;180111(*);0.34;Aterro;;
2022-03-08;180205(*);0.00;Incineração;;
2022-03-08;GrupoE;0.04;Incineração;;
2022-03-08;180111(*);0.28;Aterro;;
2022-03-08;180101(*);0.02;Autoclave;;
2022-03-08;180111(*);0.33;Aterro;;
2022-03-08;180101(*);0.01;Autoclave;;
2022-03-09;180111(*);0.37;Aterro;;
2022-03-09;180101(*);0.01;Autoclave;;
2022-03-10;180111(*);0.30;Aterro;;
2022-03-10;180401(*);0.02;Aterro;;
2022-03-10;180101(*);0.01;Autoclave;;
2022-03-10;180111(*);0.29;Aterro;;
2022-03-10;180101(*);0.02;Autoclave;;
2022-03-14;180111(*);0.44;Aterro;;
2022-03-14;180101(*);0.02;Autoclave;;
2022-03-15;180111(*);0.40;Aterro;;
2022-03-16;180111(*);0.32;Aterro;;
2022-03-16;180101(*);0.04;Autoclave;;
2022-03-17;180111(*);0.30;Aterro;;
2022-03-17;180101(*);0.00;Autoclave;;
2022-03-17;180111(*);0.37;Aterro;;
2022-03-17;180101(*);0.00;Autoclave;;
2022-03-18;GrupoB;0.02;Incineração;;
2022-03-18;180201(*);0.00;Incineração;;
2022-03-18;180111(*);0.38;Aterro;;
2022-03-18;180101(*);0.01;Autoclave;;
2022-03-21;180111(*);0.35;Aterro;;
2022-03-21;180101(*);0.01;Autoclave;;
2022-03-22;180111(*);0.26;Aterro;;
2022-03-23;180111(*);0.13;Aterro;;
2022-03-23;180101(*);0.01;Autoclave;;
2022-03-23;180111(*);0.27;Aterro;;
2022-03-24;180111(*);0.25;Aterro;;
2022-03-24;180101(*);0.01;Autoclave;;
2022-03-24;180111(*);0.26;Aterro;;
2022-03-24;180111(*);0.27;Aterro;;
2022-03-28;180111(*);0.25;Aterro;;
2022-03-28;180101(*);0.01;Autoclave;;
2022-03-29;180205(*);0.00;Incineração;;
2022-03-29;GrupoE;0.02;Incineração;;
2022-03-29;180111(*);0.28;Aterro;;
2022-03-30;180111(*);0.36;Aterro;;
2022-03-30;180101(*);0.01;Autoclave;;
2022-03-31;180111(*);0.31;Aterro;;
2022-04-01;180111(*);0.34;Aterro;;
2022-04-01;180101(*);0.00;Autoclave;;
2022-04-01;180111(*);0.33;Aterro;;
2022-04-01;180101(*);0.01;Autoclave;;
2022-04-04;180111(*);0.27;Aterro;;
2022-04-04;180101(*);0.01;Autoclave;;
2022-04-05;180111(*);0.33;Aterro;;
2022-04-05;180111(*);0.29;Aterro;;
2022-04-05;180101(*);0.01;Autoclave;;
2022-04-07;180111(*);0.26;Aterro;;
2022-04-07;180101(*);0.01;Autoclave;;
2022-04-07;180401(*);0.03;Aterro;;
2022-04-07;180111(*);0.33;Aterro;;
2022-04-07;180101(*);0.01;Autoclave;;
2022-04-07;180111(*);0.23;Aterro;;
2022-04-07;180101(*);0.01;Autoclave;;
2022-04-11;180111(*);0.29;Aterro;;
2022-04-11;180101(*);0.01;Autoclave;;
2022-04-12;180111(*);0.35;Aterro;;
2022-04-12;180101(*);0.00;Autoclave;;
2022-04-12;180111(*);0.30;Aterro;;
2022-04-12;180106(*);0.03;Aterro;;
2022-04-12;180101(*);0.01;Autoclave;;
2022-04-13;180111(*);0.32;Aterro;;
2022-04-13;180111(*);0.18;Aterro;;
2022-04-13;180101(*);0.02;Autoclave;;
2022-04-14;180111(*);0.25;Aterro;;
2022-04-18;180111(*);0.31;Aterro;;
2022-04-18;180101(*);0.02;Autoclave;;
2022-04-19;180111(*);0.31;Aterro;;
2022-04-19;180401(*);0.02;Aterro;;
2022-04-19;180111(*);0.31;Aterro;;
2022-04-19;180101(*);0.01;Autoclave;;
2022-04-20;180401(*);0.02;Aterro;;
2022-04-20;180111(*);0.19;Aterro;;
2022-04-20;180101(*);0.01;Autoclave;;
2022-04-20;180111(*);0.26;Aterro;;
2022-04-22;180401(*);0.04;Aterro;;
2022-04-22;180111(*);0.29;Aterro;;
2022-04-25;180111(*);0.29;Aterro;;
2022-04-26;180205(*);0.00;Incineração;;
2022-04-26;GrupoE;0.05;Incineração;;
2022-04-26;180401(*);0.02;Aterro;;
2022-04-26;180111(*);0.30;Aterro;;
2022-04-27;180401(*);0.03;Aterro;;
2022-04-27;180111(*);0.31;Aterro;;
2022-04-27;180101(*);0.01;Autoclave;;
2022-04-28;180111(*);0.30;Aterro;;
2022-04-28;180111(*);0.34;Aterro;;
2022-04-29;180401(*);0.02;Aterro;;
2022-04-29;180111(*);0.30;Aterro;;
2022-05-02;180401(*);0.01;Aterro;;
2022-05-02;180111(*);0.29;Aterro;;
2022-05-02;180101(*);0.01;Autoclave;;
2022-05-03;180401(*);0.02;Aterro;;
2022-05-03;180111(*);0.33;Aterro;;
2022-05-03;180111(*);0.33;Aterro;;
2022-05-03;180101(*);0.01;Autoclave;;
2022-05-05;180401(*);0.03;Aterro;;
2022-05-05;180111(*);0.34;Aterro;;
2022-05-05;180101(*);0.00;Autoclave;;
2022-05-05;180111(*);0.34;Aterro;;
2022-05-06;180401(*);0.02;Aterro;;
2022-05-06;180111(*);0.28;Aterro;;
2022-05-06;180101(*);0.02;Autoclave;;
2022-05-09;180401(*);0.02;Aterro;;
2022-05-09;180111(*);0.31;Aterro;;
2022-05-09;180101(*);0.01;Autoclave;;
2022-05-10;180205(*);0.00;Incineração;;
2022-05-10;GrupoE;0.02;Incineração;;
2022-05-10;180401(*);0.02;Aterro;;
2022-05-10;180111(*);0.30;Aterro;;
2022-05-11;180111(*);0.36;Aterro;;
2022-05-11;180101(*);0.01;Autoclave;;
2022-05-12;180111(*);0.33;Aterro;;
2022-05-12;180111(*);0.29;Aterro;;
2022-05-12;180101(*);0.01;Autoclave;;
2022-05-13;180111(*);0.38;Aterro;;
2022-05-13;180101(*);0.01;Autoclave;;
2022-05-16;180111(*);0.39;Aterro;;
2022-05-17;180111(*);0.32;Aterro;;
2022-05-17;180101(*);0.02;Autoclave;;
2022-05-17;180111(*);0.35;Aterro;;
2022-05-19;180111(*);0.22;Aterro;;
2022-05-19;180111(*);0.33;Aterro;;
2022-05-19;180101(*);0.01;Autoclave;;
2022-05-20;180111(*);0.31;Aterro;;
2022-05-20;180101(*);0.01;Autoclave;;
2022-05-23;180111(*);0.34;Aterro;;
2022-05-23;180101(*);0.02;Autoclave;;
2022-05-24;180111(*);0.28;Aterro;;
2022-05-24;180101(*);0.01;Autoclave;;
2022-05-25;180111(*);0.36;Aterro;;
2022-05-25;180101(*);0.01;Autoclave;;
2022-05-26;180111(*);0.33;Aterro;;
2022-05-26;180101(*);0.01;Autoclave;;
2022-05-26;180111(*);0.29;Aterro;;
2022-05-26;180101(*);0.01;Autoclave;;
2022-05-27;180111(*);0.42;Aterro;;
2022-05-27;180101(*);0.00;Autoclave;;
2022-05-30;180401(*);0.02;Aterro;;
2022-05-30;180111(*);0.37;Aterro;;
2022-05-30;180101(*);0.01;Autoclave;;
2022-05-31;180205(*);0.00;Incineração;;
2022-05-31;GrupoE;0.03;Incineração;;
2022-05-31;180401(*);0.03;Aterro;;
2022-05-31;180111(*);0.32;Aterro;;
2022-05-31;180101(*);0.00;Autoclave;;
2022-06-01;180401(*);0.01;Aterro;;
2022-06-01;180111(*);0.34;Aterro;;
2022-06-01;180101(*);0.01;Autoclave;;
2022-06-01;180111(*);0.34;Aterro;;
2022-06-02;180111(*);0.32;Aterro;;
2022-06-02;180111(*);0.35;Aterro;;
2022-06-02;180101(*);0.00;Autoclave;;
2022-06-06;180111(*);0.37;Aterro;;
2022-06-07;180401(*);0.02;Aterro;;
2022-06-07;180111(*);0.25;Aterro;;
2022-06-07;180111(*);0.36;Aterro;;
2022-06-08;180111(*);0.32;Aterro;;
2022-06-09;180401(*);0.01;Aterro;;
2022-06-09;180111(*);0.28;Aterro;;
2022-06-10;180111(*);0.41;Aterro;;
2022-06-10;180101(*);0.01;Autoclave;;
2022-06-13;180111(*);0.37;Aterro;;
2022-06-14;180205(*);0.00;Incineração;;
2022-06-14;GrupoE;0.03;Incineração;;
2022-06-14;180111(*);0.32;Aterro;;
2022-06-14;180101(*);0.01;Autoclave;;
2022-06-15;180111(*);0.21;Aterro;;
2022-06-15;180101(*);0.00;Autoclave;;
2022-06-15;180111(*);0.38;Aterro;;
2022-06-15;180101(*);0.00;Autoclave;;
2022-06-16;180401(*);0.02;Aterro;;
2022-06-16;180111(*);0.38;Aterro;;
2022-06-16;180101(*);0.00;Autoclave;;
2022-06-17;180111(*);0.35;Aterro;;
2022-06-17;180101(*);0.00;Autoclave;;
2022-06-20;180111(*);0.33;Aterro;;
2022-06-21;180111(*);0.33;Aterro;;
2022-06-21;180101(*);0.02;Autoclave;;
2022-06-22;180111(*);0.40;Aterro;;
2022-06-22;180101(*);0.01;Autoclave;;
2022-06-22;180111(*);0.33;Aterro;;
2022-06-22;180101(*);0.01;Autoclave;;
2022-06-23;180111(*);0.28;Aterro;;
2022-06-23;180401(*);0.03;Aterro;;
2022-06-23;180101(*);0.02;Autoclave;;
2022-06-24;180111(*);0.38;Aterro;;
2022-06-24;180101(*);0.02;Autoclave;;
2022-06-27;180111(*);0.34;Aterro;;
2022-06-28;180111(*);0.35;Aterro;;
2022-06-28;180111(*);0.40;Aterro;;
2022-06-28;180101(*);0.02;Autoclave;;
2022-06-30;180111(*);0.36;Aterro;;
2022-06-30;180111(*);0.37;Aterro;;
2022-06-30;180101(*);0.00;Autoclave;;
2022-06-30;180111(*);0.33;Aterro;;
2022-07-04;180401(*);0.02;Aterro;;
2022-07-04;180111(*);0.32;Aterro;;
2022-07-05;180111(*);0.22;Aterro;;
2022-07-05;180401(*);0.02;Aterro;;
2022-07-05;180111(*);0.36;Aterro;;
2022-07-05;180101(*);0.03;Autoclave;;
2022-07-07;180111(*);0.33;Aterro;;
2022-07-07;180101(*);0.00;Autoclave;;
2022-07-07;180111(*);0.33;Aterro;;
2022-07-07;180101(*);0.01;Autoclave;;
2022-07-08;180101(*);0.01;Autoclave;;
2022-07-12;180111(*);0.37;Aterro;;
2022-07-12;180101(*);0.01;Autoclave;;
2022-07-13;180101(*);0.02;Autoclave;;
2022-07-13;180111(*);0.37;Aterro;;
2022-07-13;180401(*);0.04;Aterro;;
2022-07-13;180111(*);0.32;Aterro;;
2022-07-13;180401(*);0.05;Aterro;;
2022-07-13;180111(*);0.33;Aterro;;
2022-07-14;180111(*);0.28;Aterro;;
2022-07-14;180101(*);0.02;Autoclave;;
2022-07-14;180401(*);0.03;Aterro;;
2022-07-14;180111(*);0.30;Aterro;;
2022-07-15;180111(*);0.11;Aterro;;
2022-07-15;180101(*);0.02;Autoclave;;
2022-07-18;180401(*);0.03;Aterro;;
2022-07-18;180111(*);0.33;Aterro;;
2022-07-19;180205(*);0.00;Incineração;;
2022-07-19;GrupoE;0.05;Incineração;;
2022-07-19;180401(*);0.02;Aterro;;
2022-07-19;180111(*);0.28;Aterro;;
2022-07-19;180101(*);0.03;Autoclave;;
2022-07-19;180401(*);0.03;Aterro;;
2022-07-19;180111(*);0.30;Aterro;;
2022-07-20;180401(*);0.02;Aterro;;
2022-07-20;180111(*);0.25;Aterro;;
2022-07-20;180101(*);0.03;Autoclave;;
2022-07-22;180111(*);0.29;Aterro;;
2022-07-22;180101(*);0.01;Autoclave;;
2022-07-22;180111(*);0.31;Aterro;;
2022-07-22;180401(*);0.02;Aterro;;
2022-07-22;180111(*);0.09;Aterro;;
2022-07-22;180101(*);0.03;Autoclave;;
2022-07-25;180111(*);0.37;Aterro;;
2022-07-26;180111(*);0.34;Aterro;;
2022-07-26;180401(*);0.04;Aterro;;
2022-07-26;180111(*);0.29;Aterro;;
2022-07-26;180401(*);0.02;Aterro;;
2022-07-26;180111(*);0.10;Aterro;;
2022-07-27;180111(*);0.36;Aterro;;
2022-07-27;180101(*);0.01;Autoclave;;
2022-07-28;180111(*);0.36;Aterro;;
2022-07-28;180101(*);0.00;Autoclave;;
2022-07-28;180111(*);0.31;Aterro;;
2022-07-28;180101(*);0.01;Autoclave;;
2022-07-28;180401(*);0.04;Aterro;;
2022-07-28;180111(*);0.28;Aterro;;
2022-07-29;180111(*);0.13;Aterro;;
2022-08-01;180111(*);0.38;Aterro;;
2022-08-02;180111(*);0.32;Aterro;;
2022-08-02;180111(*);0.34;Aterro;;
2022-08-02;180101(*);0.01;Autoclave;;
2022-08-04;180111(*);0.28;Aterro;;
2022-08-04;180401(*);0.02;Aterro;;
2022-08-04;180111(*);0.35;Aterro;;
2022-08-04;180101(*);0.02;Autoclave;;
2022-08-04;180111(*);0.27;Aterro;;
2022-08-05;180111(*);0.15;Aterro;;
2022-08-05;180101(*);0.00;Autoclave;;
2022-08-08;180111(*);0.34;Aterro;;
2022-08-09;180111(*);0.31;Aterro;;
2022-08-09;180101(*);0.01;Autoclave;;
2022-08-10;180111(*);0.32;Aterro;;
2022-08-11;180111(*);0.32;Aterro;;
2022-08-11;180101(*);0.01;Autoclave;;
2022-08-11;180111(*);0.33;Aterro;;
2022-08-11;180101(*);0.01;Autoclave;;
2022-08-11;180401(*);0.01;Aterro;;
2022-08-11;180111(*);0.30;Aterro;;
2022-08-12;180111(*);0.12;Aterro;;
2022-08-15;180111(*);0.42;Aterro;;
2022-08-15;180101(*);0.01;Autoclave;;
2022-08-16;180111(*);0.33;Aterro;;
2022-08-16;180111(*);0.42;Aterro;;
2022-08-18;180111(*);0.32;Aterro;;
2022-08-18;180101(*);0.02;Autoclave;;
2022-08-18;180401(*);0.02;Aterro;;
2022-08-18;180111(*);0.35;Aterro;;
2022-08-18;180101(*);0.01;Autoclave;;
2022-08-18;180111(*);0.20;Aterro;;
2022-08-19;180111(*);0.13;Aterro;;
2022-08-22;180111(*);0.39;Aterro;;
2022-08-23;180111(*);0.28;Aterro;;
2022-08-23;180101(*);0.01;Autoclave;;
2022-08-23;180111(*);0.46;Aterro;;
2022-08-24;180111(*);0.36;Aterro;;
2022-08-26;180401(*);0.03;Aterro;;
2022-08-26;180111(*);0.34;Aterro;;
2022-08-26;180111(*);0.28;Aterro;;
2022-08-26;180111(*);0.16;Aterro;;
2022-08-29;180111(*);0.40;Aterro;;
2022-08-30;180111(*);0.37;Aterro;;
2022-08-31;180111(*);0.40;Aterro;;
2022-09-01;180111(*);0.28;Aterro;;
